id_i,curso,sexo,edad,v01,v02,v03,v04,v05,v06,v07,au1,au2,au3,au4,au5,au6,au7,au8,au9,au10,d01,d02,d03,d04,d05,d06,d07,d08,d09,d10,d11,d12,d13,d14,d15,d16,d17,d18,self,dep,adm,zona,prio,comu,poli
84610,1,1,2,2,2,1,1,2,1,2,5,4,3,5,1,5,5,1,1,1,3,1,2,2,3,2,1,3,3,2,2,2,2,1,3,3,2,3,47,14,2,4,0.20481927710843373,172,2
84611,1,1,1,2,2,2,2,2,2,2,4,3,2,5,4,3,5,2,1,2,3,2,1,2,3,3,2,3,3,1,2,3,2,1,1,2,1,3,39,8,2,4,0.20481927710843373,172,2
84612,1,2,3,1,2,1,1,2,1,2,4,4,1,4,4,4,4,NA,NA,NA,3,1,2,2,3,3,3,3,3,1,2,3,3,1,1,2,1,2,NA,5,2,4,0.20481927710843373,172,2
84613,1,1,2,2,2,2,2,2,2,1,2,NA,NA,1,2,1,1,5,1,5,2,2,1,1,2,1,2,1,2,1,1,2,3,3,1,1,1,2,NA,17,2,4,0.20481927710843373,172,2
84614,1,2,1,2,2,1,1,NA,1,1,3,NA,5,5,1,4,4,2,1,1,3,NA,1,2,3,3,3,3,2,NA,1,3,3,2,1,3,1,1,NA,NA,2,4,0.20481927710843373,172,NA
84615,1,2,4,1,2,1,1,1,1,2,3,2,4,4,4,2,2,4,5,5,2,3,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,21,20,2,4,0.20481927710843373,172,2
84616,1,1,3,2,2,1,2,2,1,2,3,4,4,3,3,4,5,5,5,5,3,2,1,2,3,3,2,3,1,2,2,3,3,2,1,2,1,2,27,10,2,4,0.20481927710843373,172,2
84619,2,1,2,1,2,1,2,2,2,2,2,3,3,2,5,2,2,3,2,3,2,2,2,1,2,1,2,2,2,2,1,1,1,1,2,1,2,3,25,22,2,4,0.20481927710843373,172,2
84620,2,1,2,2,2,2,2,2,2,2,3,4,3,3,2,4,4,4,2,2,2,1,1,2,2,3,2,3,3,1,2,3,3,1,1,2,1,2,35,7,2,4,0.20481927710843373,172,2
84621,2,2,3,1,2,2,1,1,1,1,5,5,1,5,1,5,5,1,1,1,2,2,1,2,3,2,2,2,3,1,3,3,2,2,2,2,1,2,50,11,2,4,0.20481927710843373,172,2
84622,2,1,3,2,2,2,1,1,1,2,5,5,1,5,1,5,5,1,1,1,3,2,1,1,3,3,3,3,3,1,3,3,3,1,1,3,1,1,50,1,2,4,0.20481927710843373,172,2
84623,2,2,3,2,1,1,1,2,1,2,5,5,1,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,36,18,2,4,0.20481927710843373,172,2
84624,2,1,3,2,2,2,1,2,1,2,3,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,30,18,2,4,0.20481927710843373,172,2
84625,2,2,5,2,2,2,2,2,2,2,4,4,1,4,4,4,4,4,1,1,3,1,1,2,2,3,3,3,1,1,2,3,2,2,1,3,1,2,39,8,2,4,0.20481927710843373,172,2
84626,2,2,4,2,2,2,2,2,2,2,4,4,3,3,4,3,4,3,4,3,2,1,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,31,14,2,4,0.20481927710843373,172,2
84627,2,1,2,2,2,1,1,2,NA,NA,5,5,1,5,1,5,5,4,3,3,3,2,2,2,3,3,3,3,3,1,3,3,3,2,2,3,2,2,43,7,2,4,0.20481927710843373,172,NA
84628,2,1,3,1,1,2,NA,2,1,1,5,5,1,5,1,5,5,5,2,2,2,2,2,2,2,3,2,2,3,1,2,2,2,2,2,2,2,2,44,15,2,4,0.20481927710843373,172,2
84629,2,2,5,2,2,2,2,2,2,2,5,5,1,5,1,4,5,5,5,3,3,1,1,1,3,3,2,3,2,1,2,2,2,1,2,2,1,2,39,8,2,4,0.20481927710843373,172,2
84630,2,2,3,NA,NA,1,2,2,1,2,3,5,5,5,5,5,5,5,5,5,2,2,2,2,2,3,3,3,3,1,2,2,3,2,2,2,2,2,28,12,2,4,0.20481927710843373,172,2
84631,2,2,3,1,2,2,1,2,1,2,4,4,1,3,3,4,4,4,3,3,2,NA,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,35,NA,2,4,0.20481927710843373,172,2
84632,2,1,5,2,2,2,2,2,2,2,4,4,1,4,1,4,4,4,1,1,3,2,1,2,2,3,3,3,2,1,2,2,2,1,1,3,1,1,42,7,2,4,0.20481927710843373,172,2
84633,2,2,3,1,2,2,2,2,1,2,5,5,1,5,1,5,NA,1,1,1,3,2,2,2,2,3,3,3,3,1,3,3,3,2,2,2,2,2,NA,9,2,4,0.20481927710843373,172,2
84634,2,2,5,1,2,2,NA,2,1,2,5,5,2,5,2,5,5,4,3,2,2,2,1,2,2,2,3,3,3,1,3,3,3,2,2,2,2,1,42,9,2,4,0.20481927710843373,172,2
84635,2,1,3,1,2,2,2,2,2,2,5,5,1,1,1,5,5,5,1,1,3,1,1,2,2,3,3,3,3,1,2,3,3,2,1,3,1,1,42,4,2,4,0.20481927710843373,172,2
84636,2,1,3,2,2,2,2,2,2,2,5,5,1,5,1,5,5,5,1,4,3,2,2,2,2,3,3,3,2,1,3,3,3,2,1,2,1,2,43,8,2,4,0.20481927710843373,172,2
84637,1,2,3,2,2,1,2,1,1,1,1,3,1,4,4,4,4,3,3,4,2,1,2,2,2,3,3,3,3,3,2,2,2,2,2,1,1,1,31,13,2,4,0.20481927710843373,172,2
84701,5,1,5,2,2,2,2,2,2,2,5,5,1,5,1,5,5,3,1,3,3,1,1,2,3,2,2,3,2,1,2,3,3,2,1,3,1,2,46,7,2,4,0.34355828220858897,172,2
84702,3,1,3,2,2,2,2,2,2,2,5,5,1,4,1,5,4,3,4,2,2,2,2,2,1,3,2,3,2,1,2,3,3,2,1,2,2,2,42,13,2,4,0.34355828220858897,172,2
84703,3,1,4,2,2,2,2,2,2,2,5,5,1,5,1,5,5,4,1,1,3,2,1,2,2,3,2,2,2,1,2,3,3,1,1,2,1,2,47,9,2,4,0.34355828220858897,172,2
84704,3,1,4,1,2,2,2,2,2,1,5,5,3,5,1,4,4,2,3,3,2,2,2,1,2,3,2,3,3,1,2,2,3,1,2,3,1,3,41,10,2,4,0.34355828220858897,172,2
84705,3,1,3,2,2,2,1,2,2,2,3,3,4,4,2,4,3,3,4,4,2,2,2,2,3,3,3,3,2,1,2,2,3,2,2,2,1,2,30,11,2,4,0.34355828220858897,172,2
84706,3,1,3,1,2,1,1,2,1,2,3,2,4,2,4,1,2,4,2,4,2,3,3,2,2,1,1,1,NA,2,1,1,1,2,2,1,2,2,22,NA,2,4,0.34355828220858897,172,1
84707,3,2,5,1,1,2,2,2,1,2,5,4,NA,2,2,5,5,4,4,3,2,1,1,1,2,2,2,3,3,2,2,2,3,2,2,3,1,2,NA,10,2,4,0.34355828220858897,172,2
84708,4,2,4,1,1,1,1,1,1,2,4,5,2,4,2,5,4,3,4,3,2,2,1,1,3,3,2,3,2,1,2,3,3,2,1,3,1,2,38,7,2,4,0.34355828220858897,172,2
84709,4,2,5,2,2,2,2,2,2,2,4,4,2,5,3,4,3,4,2,2,2,2,2,2,3,3,2,3,3,1,2,2,2,1,1,3,1,2,37,9,2,4,0.34355828220858897,172,2
84710,1,2,2,1,1,NA,NA,2,2,1,4,5,3,3,2,5,5,4,4,2,3,1,2,1,3,3,3,3,3,1,2,3,3,2,2,3,1,1,37,4,2,4,0.34355828220858897,172,NA
84711,4,2,5,1,2,1,1,1,1,2,3,4,3,2,3,2,3,4,4,4,2,2,2,2,1,3,2,3,2,1,3,2,2,1,2,2,2,2,26,14,2,4,0.34355828220858897,172,2
84712,4,2,5,2,2,1,2,2,2,2,4,4,2,5,1,4,3,4,4,4,2,1,1,1,1,3,2,3,2,1,3,3,2,1,1,2,1,1,35,7,2,4,0.34355828220858897,172,2
84713,4,2,5,1,2,2,2,2,1,2,1,1,5,1,1,1,1,1,1,1,1,2,1,1,1,3,3,3,3,2,3,3,3,2,1,3,2,3,26,10,2,4,0.34355828220858897,172,2
84714,1,1,1,2,2,1,2,2,1,2,5,5,1,5,1,5,5,2,1,1,3,1,1,1,2,2,3,3,1,1,2,3,3,1,1,3,1,1,49,5,2,4,0.34355828220858897,172,2
84716,2,2,2,2,2,2,2,2,2,2,5,5,1,4,5,5,5,5,2,1,2,1,1,1,3,3,3,3,3,1,3,3,2,1,1,3,1,1,40,2,2,4,0.34355828220858897,172,2
84720,1,1,2,2,2,2,2,2,1,2,4,5,1,4,2,3,4,4,2,1,2,3,2,2,3,2,2,3,3,2,3,3,2,1,2,2,1,2,40,12,2,4,0.34355828220858897,172,2
84721,1,1,2,1,2,2,2,2,2,2,5,5,1,4,1,5,5,4,1,1,3,2,1,2,3,2,2,3,2,1,3,3,2,2,1,3,1,2,46,8,2,4,0.34355828220858897,172,2
84722,1,2,1,2,NA,1,NA,2,1,2,5,5,3,5,2,5,5,5,4,4,2,2,2,2,3,2,2,3,3,1,2,2,3,2,2,3,2,2,37,12,2,4,0.34355828220858897,172,NA
84724,4,2,6,1,2,2,2,2,1,2,5,5,1,5,1,5,5,1,1,3,2,1,1,1,2,3,3,3,1,1,3,3,3,2,2,2,1,2,48,8,2,4,0.34355828220858897,172,2
84730,2,2,3,1,2,1,2,2,1,2,4,4,1,4,2,4,4,1,1,1,3,1,2,2,2,2,3,3,3,1,3,3,3,1,1,2,1,1,44,5,2,4,0.34355828220858897,172,2
84732,2,2,2,2,2,NA,1,2,1,2,4,4,4,4,3,3,3,4,5,4,2,2,3,2,2,3,3,3,2,1,2,2,3,1,1,3,2,1,28,10,2,4,0.34355828220858897,172,2
84733,2,2,3,2,2,2,2,2,2,2,5,5,1,5,2,NA,5,5,1,1,3,1,1,1,3,3,3,3,3,1,2,2,3,1,1,2,1,2,NA,4,2,4,0.34355828220858897,172,2
85001,4,1,5,1,1,2,2,2,2,2,5,4,1,4,1,4,5,3,1,1,2,1,1,3,1,3,2,3,3,1,3,3,2,2,1,2,1,1,45,9,2,4,0.17786561264822134,101,2
85002,4,1,4,2,2,NA,NA,2,2,2,5,5,5,5,4,5,5,5,5,5,2,1,1,1,1,3,3,3,3,1,2,2,3,1,1,2,1,1,31,6,2,4,0.17786561264822134,101,2
85003,4,1,5,2,2,2,2,2,2,2,4,5,1,5,5,5,5,3,1,1,3,1,1,2,1,3,3,3,3,1,3,3,3,1,1,3,1,1,43,3,2,4,0.17786561264822134,101,2
85004,4,2,5,2,2,2,2,2,2,2,4,4,1,4,2,4,4,2,2,1,2,1,1,2,3,2,2,3,2,1,3,2,2,1,1,2,1,1,42,8,2,4,0.17786561264822134,101,2
85005,4,1,4,1,2,2,2,2,2,2,4,4,3,4,4,4,4,2,2,4,3,2,1,2,1,1,2,2,2,1,2,2,2,1,1,2,1,1,35,13,2,4,0.17786561264822134,101,2
85006,4,2,5,2,2,2,2,2,2,2,5,5,3,5,3,4,5,4,3,4,2,2,2,2,2,3,2,3,3,1,3,3,3,2,2,3,1,2,37,9,2,4,0.17786561264822134,101,2
85007,5,1,6,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,0.17786561264822134,101,NA
85008,5,1,5,2,1,1,1,2,1,2,2,3,1,1,1,1,1,1,1,1,1,3,3,2,1,2,1,1,2,3,1,1,2,2,3,2,3,3,33,30,2,4,0.17786561264822134,101,2
85018,1,1,1,2,2,2,2,2,1,2,5,5,3,5,3,3,5,5,3,3,2,2,1,2,1,2,2,2,2,1,2,2,3,2,2,2,1,2,36,15,2,4,0.17786561264822134,101,2
85019,1,1,1,2,2,1,2,2,1,1,3,3,4,3,4,4,2,NA,5,5,2,1,1,2,2,2,2,2,2,1,2,2,3,1,1,3,1,1,NA,9,2,4,0.17786561264822134,101,2
85020,1,2,1,2,2,2,2,2,2,2,4,5,2,3,2,5,4,3,3,2,3,1,1,1,2,3,3,3,2,1,2,3,3,1,1,2,1,1,39,4,2,4,0.17786561264822134,101,2
85021,1,2,2,NA,2,1,NA,NA,1,NA,4,4,4,5,3,5,4,4,4,3,2,2,1,2,3,2,3,3,2,1,2,2,3,2,2,3,2,2,34,11,2,4,0.17786561264822134,101,NA
85022,1,1,2,2,2,2,2,2,1,2,4,4,1,4,2,3,5,4,4,1,3,2,1,1,2,3,3,3,NA,1,2,2,3,1,1,3,1,1,38,NA,2,4,0.17786561264822134,101,2
85023,1,2,2,NA,NA,1,NA,NA,1,NA,4,5,2,3,1,5,5,3,3,4,2,2,1,2,2,2,3,3,2,1,2,3,3,2,2,3,1,2,39,10,2,4,0.17786561264822134,101,NA
85024,1,1,2,2,2,1,1,2,2,1,2,1,4,4,2,1,2,4,5,5,2,2,2,1,3,2,2,1,2,2,1,1,2,1,3,1,2,3,20,21,2,4,0.17786561264822134,101,1
85025,2,2,3,2,2,2,1,2,1,2,5,4,1,5,2,4,4,3,2,1,2,1,1,1,3,3,3,3,2,1,2,2,3,1,1,1,1,2,43,7,2,4,0.17786561264822134,101,2
85026,2,2,2,2,2,1,2,2,1,1,4,5,2,4,1,5,4,5,5,5,2,2,3,2,3,1,3,3,3,2,3,3,3,3,2,3,1,1,34,11,2,4,0.17786561264822134,101,2
85027,2,1,3,2,2,1,2,2,2,2,5,5,4,5,2,3,4,3,3,2,2,2,3,2,1,3,3,3,2,1,2,2,2,2,1,2,1,3,38,15,2,4,0.17786561264822134,101,2
85028,2,1,3,2,2,1,2,2,2,1,4,4,4,2,4,4,4,2,4,4,1,3,1,1,1,3,2,2,3,1,2,3,3,1,2,2,2,3,30,14,2,4,0.17786561264822134,101,2
85029,2,1,2,2,2,2,2,2,2,2,5,5,1,5,1,5,5,2,1,1,2,1,1,2,2,3,3,3,3,1,3,3,3,1,1,2,1,1,49,4,2,4,0.17786561264822134,101,2
85031,2,2,3,1,2,1,2,2,1,2,5,5,3,4,4,2,4,4,4,3,2,2,2,2,1,3,2,3,2,1,2,3,3,2,2,2,1,2,32,13,2,4,0.17786561264822134,101,2
85032,3,2,3,2,2,2,2,2,1,2,3,4,2,4,4,4,5,3,5,4,3,2,1,2,3,3,3,3,3,1,2,3,3,1,1,2,1,2,32,5,2,4,0.17786561264822134,101,2
85033,3,2,4,2,2,2,2,2,1,2,3,4,3,3,4,5,4,5,2,3,2,2,2,3,2,1,2,3,2,1,2,2,3,2,2,3,1,3,32,16,2,4,0.17786561264822134,101,2
85034,3,1,4,1,2,1,1,2,1,2,3,4,4,3,4,3,3,4,4,4,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,26,17,2,4,0.17786561264822134,101,1
85035,3,2,4,1,NA,2,2,2,1,1,4,5,1,5,2,5,3,5,2,1,2,1,1,2,3,2,3,3,1,1,2,3,2,2,1,3,1,1,41,8,2,4,0.17786561264822134,101,2
85036,3,1,5,1,2,2,2,2,1,2,3,3,3,3,4,3,2,3,4,4,1,2,2,2,1,2,2,2,2,3,1,2,2,2,2,1,2,2,26,23,2,4,0.17786561264822134,101,2
85037,3,2,5,1,2,1,2,2,1,2,4,3,4,5,4,3,3,5,3,3,2,2,1,2,3,2,2,3,2,1,2,3,3,1,1,3,1,1,29,7,2,4,0.17786561264822134,101,2
10201,2,1,3,2,2,2,2,2,2,2,4,4,NA,4,1,4,4,4,1,1,2,2,1,1,1,2,2,3,2,1,3,3,3,1,NA,2,1,1,NA,NA,2,1,0.7111111111111111,3,2
10202,2,1,3,2,2,2,2,2,2,2,4,5,1,4,1,5,5,4,1,3,3,2,1,2,1,3,3,3,2,1,3,2,3,2,1,3,1,1,43,7,2,1,0.7111111111111111,3,2
10203,2,1,5,1,1,2,1,2,1,2,2,4,2,3,3,3,2,3,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,31,17,2,1,0.7111111111111111,3,2
10204,2,1,2,2,2,NA,NA,2,2,2,1,4,3,NA,NA,1,NA,4,4,4,1,3,3,3,3,2,2,2,2,3,2,1,1,2,3,1,3,3,NA,28,2,1,0.7111111111111111,3,2
10205,1,2,3,1,1,1,1,1,1,1,1,3,3,2,3,3,1,2,5,5,1,3,3,2,3,1,1,1,1,3,1,2,2,3,3,3,3,3,22,29,2,1,0.7111111111111111,3,1
10206,2,1,3,2,2,2,2,2,2,2,4,5,1,4,1,5,4,4,3,3,2,1,1,2,3,3,3,3,2,1,3,3,2,1,2,3,1,2,40,6,2,1,0.7111111111111111,3,2
10207,1,1,1,1,1,2,2,2,1,2,4,5,1,4,4,4,4,5,1,1,2,2,2,1,3,2,3,2,3,1,2,2,2,1,1,2,1,3,39,11,2,1,0.7111111111111111,3,2
10208,1,1,1,2,2,2,2,2,2,2,1,1,3,5,5,4,5,5,2,5,3,3,1,2,3,1,3,3,2,1,1,1,2,1,3,3,2,2,26,15,2,1,0.7111111111111111,3,2
10209,1,2,1,2,NA,1,2,2,NA,2,4,4,2,2,5,4,5,4,4,2,2,1,1,2,2,3,3,2,2,2,2,2,2,2,2,1,1,1,32,13,2,1,0.7111111111111111,3,2
10210,1,2,2,2,2,2,2,2,1,1,1,2,3,3,5,3,3,3,5,3,2,1,2,1,2,1,2,2,2,2,2,2,1,2,1,2,1,2,23,16,2,1,0.7111111111111111,3,2
10211,1,1,NA,2,2,1,1,2,1,1,2,4,2,3,3,3,3,3,2,4,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,31,17,2,1,0.7111111111111111,3,2
10212,1,1,4,2,2,2,2,2,1,1,4,5,5,2,5,2,2,5,NA,5,2,2,2,1,3,2,3,2,3,2,2,2,3,1,3,3,2,3,NA,13,2,1,0.7111111111111111,3,2
10213,1,2,3,2,2,1,2,1,1,2,4,4,3,4,4,4,4,4,3,4,2,2,2,NA,3,3,3,3,1,1,3,3,3,2,2,2,2,2,32,NA,2,1,0.7111111111111111,3,2
10215,1,2,2,2,2,2,2,2,2,2,3,2,1,5,5,2,1,4,2,4,3,1,1,1,2,2,3,3,2,2,3,1,2,1,2,2,1,1,27,9,2,1,0.7111111111111111,3,2
10217,1,2,2,1,1,1,2,2,2,2,4,4,2,4,2,3,5,5,1,3,2,1,1,2,2,3,3,3,2,1,2,3,3,2,1,2,3,1,37,9,2,1,0.7111111111111111,3,2
10218,1,2,3,2,2,1,1,2,1,2,2,NA,1,NA,1,NA,NA,1,NA,NA,1,3,3,2,1,2,2,2,3,3,1,1,3,3,3,1,3,3,NA,28,2,1,0.7111111111111111,3,2
10219,1,2,2,1,2,2,2,2,2,2,4,5,3,3,3,4,4,4,4,3,1,1,1,2,3,3,1,3,3,1,2,2,2,1,1,3,2,2,33,10,2,1,0.7111111111111111,3,2
10220,1,2,1,2,2,1,2,2,2,2,4,4,1,4,5,5,5,3,1,1,3,1,1,1,2,3,3,3,3,1,2,2,2,2,1,3,1,1,41,5,2,1,0.7111111111111111,3,2
10221,2,2,3,1,2,2,2,2,1,2,1,3,3,3,1,3,3,3,5,5,2,2,2,1,1,3,1,1,2,3,2,1,3,3,2,2,3,2,26,22,2,1,0.7111111111111111,3,2
10222,2,2,4,2,2,2,2,2,2,2,4,4,2,4,3,4,4,2,NA,4,2,2,1,NA,1,3,3,3,3,3,1,3,2,2,1,2,1,1,NA,NA,2,1,0.7111111111111111,3,2
10223,2,2,4,2,NA,2,2,2,2,2,4,4,4,3,4,4,4,4,3,4,2,2,2,2,2,3,2,2,2,1,2,2,2,1,1,2,1,1,30,12,2,1,0.7111111111111111,3,2
10224,2,2,2,2,2,1,2,2,2,2,5,4,NA,5,1,5,5,3,1,5,3,1,1,1,3,3,3,3,3,1,3,3,3,1,1,3,1,1,NA,0,2,1,0.7111111111111111,3,2
10225,2,2,4,2,1,2,1,1,1,2,3,4,4,3,2,3,4,4,5,3,2,2,1,2,2,2,2,1,3,1,2,2,3,2,2,2,3,3,29,17,2,1,0.7111111111111111,3,2
10226,2,2,3,1,2,1,1,2,1,1,2,2,4,5,4,4,4,2,2,2,2,2,1,1,2,3,2,2,2,1,2,3,2,1,2,3,1,2,33,10,2,1,0.7111111111111111,3,2
10227,2,2,4,1,1,1,1,2,1,2,4,5,1,4,4,4,4,3,2,3,3,2,1,1,2,2,3,3,3,1,2,3,3,1,1,2,1,1,38,5,2,1,0.7111111111111111,3,2
10228,2,2,2,2,2,2,2,2,2,2,4,5,2,5,1,4,5,2,1,2,3,1,2,1,3,3,2,3,2,3,2,1,3,2,2,1,2,3,45,15,2,1,0.7111111111111111,3,2
10229,2,1,2,2,2,2,1,2,2,2,2,2,5,2,5,2,2,5,5,5,2,3,3,2,2,2,1,2,1,3,2,2,1,1,3,1,3,3,15,27,2,1,0.7111111111111111,3,2
10303,3,1,5,2,2,2,2,2,2,2,3,3,1,3,3,4,4,4,2,3,3,3,2,2,2,3,2,3,3,1,2,3,2,2,2,2,2,3,34,14,1,1,0.5416666666666666,68,2
10304,3,1,6,1,1,NA,1,1,1,1,1,1,5,1,5,1,1,3,1,5,2,3,3,2,3,1,1,1,1,3,1,1,1,3,1,1,3,3,16,30,1,1,0.5416666666666666,68,1
10305,3,1,5,1,2,1,2,2,2,2,5,5,2,5,2,5,5,5,2,2,2,2,2,2,1,3,2,3,2,1,2,2,3,1,2,2,2,2,42,14,1,1,0.5416666666666666,68,2
10306,3,1,6,2,2,2,2,2,2,2,5,4,2,4,4,4,3,4,4,2,3,2,2,2,1,3,2,3,3,1,2,2,3,1,1,2,1,1,34,9,1,1,0.5416666666666666,68,2
10307,3,2,6,2,2,2,1,2,2,2,5,5,NA,2,2,5,5,5,5,2,3,2,1,2,2,3,3,3,3,1,2,3,2,2,1,2,1,2,NA,8,1,1,0.5416666666666666,68,2
10308,3,1,3,2,NA,2,2,2,2,2,1,1,2,1,2,1,1,1,2,2,3,2,1,2,1,1,1,2,3,1,3,3,3,2,2,3,2,1,26,12,1,1,0.5416666666666666,68,2
10309,3,2,5,2,2,2,2,2,2,2,5,5,2,5,2,5,5,5,2,2,2,1,NA,2,2,2,2,3,3,1,2,2,2,1,2,2,2,2,42,NA,1,1,0.5416666666666666,68,2
10310,5,2,6,2,2,2,2,2,2,2,5,5,1,5,1,5,5,1,1,1,3,1,1,2,3,3,3,3,3,1,3,3,3,1,1,1,1,1,50,3,1,1,0.5416666666666666,68,2
10311,5,1,5,1,2,1,2,2,2,2,5,5,1,5,2,5,4,4,1,1,3,2,2,2,1,2,2,3,1,1,3,3,3,1,1,3,1,2,45,10,1,1,0.5416666666666666,68,2
10312,5,1,6,2,1,NA,1,NA,NA,NA,5,4,3,4,3,4,4,4,4,3,2,3,3,1,1,2,2,3,2,1,3,2,2,1,1,2,1,2,34,14,1,1,0.5416666666666666,68,1
10313,5,2,6,1,2,1,2,2,NA,NA,5,5,2,5,1,5,4,4,1,1,3,1,1,2,2,2,3,3,2,1,2,3,3,1,2,2,1,2,45,8,1,1,0.5416666666666666,68,NA
10314,5,1,6,1,2,2,1,2,1,1,5,5,2,5,2,5,5,2,1,1,3,2,2,1,2,3,3,3,3,1,2,3,3,1,1,3,1,1,47,4,1,1,0.5416666666666666,68,2
10316,4,1,4,2,2,2,2,2,2,2,3,4,4,3,3,3,2,4,4,4,2,2,2,2,1,2,2,3,2,1,2,2,2,2,2,2,1,2,26,16,1,1,0.5416666666666666,68,2
10317,4,1,5,2,2,1,2,2,2,2,4,5,2,5,1,4,4,2,1,1,2,2,2,1,1,3,2,3,3,1,2,2,3,1,1,2,1,2,45,10,1,1,0.5416666666666666,68,2
10318,4,2,6,2,2,2,1,2,1,2,5,4,2,3,4,5,5,5,2,3,3,2,2,2,3,3,3,3,3,2,3,3,3,2,2,3,2,2,36,8,1,1,0.5416666666666666,68,2
10319,4,2,5,2,2,2,1,2,1,2,5,4,2,2,2,3,5,3,2,2,2,1,1,2,3,NA,3,3,2,2,2,2,3,2,2,2,2,2,38,NA,1,1,0.5416666666666666,68,2
10320,4,1,6,1,2,2,1,1,1,2,5,5,3,5,5,4,3,3,4,3,2,2,3,2,1,3,2,2,3,1,3,2,1,1,1,2,1,2,34,14,1,1,0.5416666666666666,68,1
10321,4,2,5,2,2,2,2,1,2,1,2,3,3,3,3,3,3,3,3,3,1,1,2,1,2,3,3,3,3,1,1,NA,3,3,3,3,3,3,29,NA,1,1,0.5416666666666666,68,2
10322,4,1,4,1,1,1,1,1,1,1,3,3,4,2,2,1,1,4,5,5,1,3,3,2,1,2,2,2,2,3,1,1,2,3,3,2,3,3,20,29,1,1,0.5416666666666666,68,1
10323,4,1,4,2,2,1,2,2,1,2,4,3,3,3,4,4,3,4,4,3,2,2,1,2,2,2,2,3,3,1,2,2,3,1,2,2,1,3,29,12,1,1,0.5416666666666666,68,2
10401,2,1,3,1,2,1,1,2,2,2,4,3,4,4,4,4,NA,4,5,4,2,3,2,1,1,2,3,3,2,2,3,2,3,1,1,2,2,3,NA,14,1,1,0.40683229813664595,68,2
10402,2,1,3,1,2,2,2,2,2,2,4,3,4,4,4,3,3,3,4,3,2,2,2,2,3,3,2,2,3,1,2,2,2,2,2,2,3,3,29,16,1,1,0.40683229813664595,68,2
10403,2,1,4,1,1,2,2,2,2,2,1,1,2,3,2,3,1,1,3,2,2,2,2,2,1,3,2,3,3,1,2,2,3,2,2,2,1,2,29,13,1,1,0.40683229813664595,68,2
10404,2,2,4,1,1,2,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.40683229813664595,68,NA
10405,2,2,2,2,2,1,2,2,1,2,2,2,2,4,1,4,5,3,2,3,2,1,1,2,3,3,2,2,1,1,2,3,3,1,2,2,1,2,36,10,1,1,0.40683229813664595,68,2
10406,3,2,3,1,2,1,1,2,1,2,3,4,4,2,4,2,2,4,4,3,2,1,2,2,2,3,2,3,2,2,2,2,3,1,2,1,2,2,24,14,1,1,0.40683229813664595,68,2
10407,3,1,3,1,2,2,2,2,1,2,3,3,4,2,3,3,3,2,4,4,2,3,2,2,3,3,2,2,2,1,2,2,3,3,2,3,3,2,27,16,1,1,0.40683229813664595,68,2
10409,3,1,4,1,2,2,2,2,2,2,2,2,3,2,3,2,2,3,5,5,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,21,21,1,1,0.40683229813664595,68,2
10410,3,2,4,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.40683229813664595,68,2
10411,3,2,2,1,2,2,2,2,2,2,2,4,1,5,4,3,4,3,4,2,2,2,2,1,2,3,3,3,2,1,2,2,3,1,1,2,2,2,34,10,1,1,0.40683229813664595,68,2
10412,3,2,4,1,2,1,2,2,1,2,4,4,3,4,2,4,4,3,4,4,2,1,1,2,2,2,3,3,2,1,2,2,2,2,1,2,1,1,34,10,1,1,0.40683229813664595,68,2
10413,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.40683229813664595,68,NA
10414,1,1,1,2,2,1,2,2,2,2,3,3,3,2,2,3,3,NA,NA,2,3,3,3,2,2,2,2,2,2,2,2,2,1,1,2,NA,2,2,NA,NA,1,1,0.40683229813664595,68,NA
10415,1,2,2,NA,NA,NA,NA,NA,NA,NA,3,4,3,4,4,3,2,4,4,4,2,2,1,2,3,3,3,3,2,1,2,2,2,2,1,2,1,2,27,10,1,1,0.40683229813664595,68,NA
